item_key,term,component,Estimate,Std. Error,z value,Pr(>|z|),estimate,SE,z.ratio,p.value,p.value.raw,conf.low,conf.high,lower.CL,upper.CL
r1,1|2,threshold,-1.5915211101602849,0.2955631264962441,-5.384707926956204,7.256237877798983e-8,-1.5915211101602849,0.2955631264962441,-5.384707926956204,7.256237877798983e-8,7.256237877798983e-8,-2.1708141932509792,-1.0122280270695905,-2.1708141932509792,-1.0122280270695905
r1,2|3,threshold,-0.902566024791007,0.2883050309863325,-3.1305940853796423,0.001744531074522542,-0.902566024791007,0.2883050309863325,-3.1305940853796423,0.001744531074522542,0.001744531074522542,-1.4676335020859228,-0.3374985474960912,-1.4676335020859228,-0.3374985474960912
r1,3|4,threshold,-0.5014706077324208,0.28620112293142547,-1.7521615659508591,0.07974603035799663,-0.5014706077324208,0.28620112293142547,-1.7521615659508591,0.07974603035799663,0.07974603035799663,-1.062414501012935,0.05947328554809361,-1.062414501012935,0.05947328554809361
r1,4|5,threshold,-0.13460572639337867,0.2852683286728962,-0.47185653948891304,0.6370291910061865,-0.13460572639337867,0.2852683286728962,-0.47185653948891304,0.6370291910061865,0.6370291910061865,-0.6937213765221899,0.4245099237354326,-0.6937213765221899,0.4245099237354326
r1,5|6,threshold,0.21174016654271746,0.28525089941390436,0.7422944747160237,0.45790893874795663,0.21174016654271746,0.28525089941390436,0.7422944747160237,0.45790893874795663,0.45790893874795663,-0.34734132286619257,0.7708216559516274,-0.34734132286619257,0.7708216559516274
r1,6|7,threshold,0.9976114558213033,0.28943240894168165,3.446785587934329,5.672986186322194e-4,0.9976114558213033,0.28943240894168165,3.446785587934329,5.672986186322194e-4,5.672986186322194e-4,0.43033435833693867,1.5648885533056678,0.43033435833693867,1.5648885533056678
r1,industry_roleMiddle Management,location,0.264610558237518,0.28215475275510427,0.9378206663319483,0.3483365786495895,0.264610558237518,0.28215475275510427,0.9378206663319483,0.3483365786495895,0.3483365786495895,-0.2884025952292898,0.8176237117043258,-0.2884025952292898,0.8176237117043258
r1,industry_roleUpper Management,location,-0.01874152459339163,0.33794713648859714,-0.055456971134963284,0.9557744092247963,-0.01874152459339163,0.33794713648859714,-0.055456971134963284,0.9557744092247963,0.9557744092247963,-0.6811057407894838,0.6436226916027006,-0.6811057407894838,0.6436226916027006
r1,interface_conddashboard,location,0.16872338367885673,0.20307340774468707,0.830849226162508,0.4060588097900369,0.16872338367885673,0.20307340774468707,0.830849226162508,0.4060588097900369,0.4060588097900369,-0.22929318171854715,0.5667399490762606,-0.22929318171854715,0.5667399490762606
r1,task_complexitymid,location,-0.7577441316310909,0.13824675035011572,-5.481099047262029,4.22691745624699e-8,-0.7577441316310909,0.13824675035011572,-5.481099047262029,4.22691745624699e-8,4.22691745624699e-8,-1.0287027832970177,-0.486785479965164,-1.0287027832970177,-0.486785479965164
r1,task_complexityhard,location,-1.6534780187118163,0.1571496130416044,-10.52168049738734,6.863828440714825e-26,-1.6534780187118163,0.1571496130416044,-10.52168049738734,6.863828440714825e-26,6.863828440714825e-26,-1.9614856004577668,-1.3454704369658659,-1.9614856004577668,-1.3454704369658659
r2,1|2,threshold,-0.33646074406825,0.23691450288772878,-1.420177912146202,0.15555589234189848,-0.33646074406825,0.23691450288772878,-1.420177912146202,0.15555589234189848,0.15555589234189848,-0.800804637143409,0.12788314900690895,-0.800804637143409,0.12788314900690895
r2,2|3,threshold,0.24316346520042856,0.23736535437271214,1.0244269465653029,0.3056336597156089,0.24316346520042856,0.23736535437271214,1.0244269465653029,0.3056336597156089,0.3056336597156089,-0.22206408054767415,0.7083910109485313,-0.22206408054767415,0.7083910109485313
r2,3|4,threshold,0.5695470729248332,0.23891701985940614,2.383869819153071,0.01713166146547896,0.5695470729248332,0.23891701985940614,2.383869819153071,0.01713166146547896,0.01713166146547896,0.10127831870675641,1.0378158271429099,0.10127831870675641,1.0378158271429099
r2,4|5,threshold,0.9718683546326129,0.2417229577769716,4.020587715666289,5.8053128036744396e-5,0.9718683546326129,0.2417229577769716,4.020587715666289,5.8053128036744396e-5,5.8053128036744396e-5,0.4981000631532525,1.4456366461119732,0.4981000631532525,1.4456366461119732
r2,5|6,threshold,1.5419765321730723,0.24812237631084455,6.214580704487949,5.146187962001332e-10,1.5419765321730723,0.24812237631084455,6.214580704487949,5.146187962001332e-10,5.146187962001332e-10,1.0556656108453228,2.028287453500822,1.0556656108453228,2.028287453500822
r2,6|7,threshold,2.321490489276464,0.2614696414000326,8.878623448772492,6.769284269446212e-19,2.321490489276464,0.2614696414000326,8.878623448772492,6.769284269446212e-19,6.769284269446212e-19,1.8090194090817973,2.833961569471131,1.8090194090817973,2.833961569471131
r2,industry_roleMiddle Management,location,-0.10657863372508615,0.22816133956638227,-0.467119600225163,0.6404143118205132,-0.10657863372508615,0.22816133956638227,-0.467119600225163,0.6404143118205132,0.6404143118205132,-0.5537666419396089,0.3406093744894366,-0.5537666419396089,0.3406093744894366
r2,industry_roleUpper Management,location,0.24026598290736045,0.27122754865434745,0.8858465303373573,0.37570023232744404,0.24026598290736045,0.27122754865434745,0.8858465303373573,0.37570023232744404,0.37570023232744404,-0.29133024407024566,0.7718622098849666,-0.29133024407024566,0.7718622098849666
r2,interface_conddashboard,location,0.1215927642912532,0.16293979049697646,0.7462435290998456,0.4555203174477461,0.1215927642912532,0.16293979049697646,0.7462435290998456,0.4555203174477461,0.4555203174477461,-0.19776335673132234,0.44094888531382875,-0.19776335673132234,0.44094888531382875
r2,task_complexitymid,location,0.7979719676840968,0.1360424111544437,5.865611767040721,4.4747971781594054e-9,0.7979719676840968,0.1360424111544437,5.865611767040721,4.4747971781594054e-9,4.4747971781594054e-9,0.5313337414513971,1.0646101939167965,0.5313337414513971,1.0646101939167965
r2,task_complexityhard,location,1.4219024477516098,0.14638447647761876,9.713478382176742,2.6416497333341794e-22,1.4219024477516098,0.14638447647761876,9.713478382176742,2.6416497333341794e-22,2.6416497333341794e-22,1.1349941459597264,1.7088107495434932,1.1349941459597264,1.7088107495434932
r3,1|2,threshold,-1.7236595310121197,0.2896944159788051,-5.9499232154279005,2.682683112410413e-9,-1.7236595310121197,0.2896944159788051,-5.9499232154279005,2.682683112410413e-9,2.682683112410413e-9,-2.291450152852942,-1.1558689091712973,-2.291450152852942,-1.1558689091712973
r3,2|3,threshold,-1.2398379950986904,0.28315029832220323,-4.378727490118518,1.1937428911106187e-5,-1.2398379950986904,0.28315029832220323,-4.378727490118518,1.1937428911106187e-5,1.1937428911106187e-5,-1.7948023820219807,-0.6848736081754001,-1.7948023820219807,-0.6848736081754001
r3,3|4,threshold,-0.9160698121558184,0.280311604367115,-3.2680409868300404,0.0010829468148391003,-0.9160698121558184,0.280311604367115,-3.2680409868300404,0.0010829468148391003,0.0010829468148391003,-1.4654704611640041,-0.36666916314763265,-1.4654704611640041,-0.36666916314763265
r3,4|5,threshold,-0.48138401667771363,0.27744638863929755,-1.7350523790870145,0.08273152802569103,-0.48138401667771363,0.27744638863929755,-1.7350523790870145,0.08273152802569103,0.08273152802569103,-1.0251689460514395,0.06240091269601228,-1.0251689460514395,0.06240091269601228
r3,5|6,threshold,0.33784417118768534,0.2762881531776496,1.2227964438650978,0.22140658895612209,0.33784417118768534,0.2762881531776496,1.2227964438650978,0.22140658895612209,0.22140658895612209,-0.20367065839559345,0.8793590007709642,-0.20367065839559345,0.8793590007709642
r3,6|7,threshold,1.1373366222762826,0.28043374482560957,4.055633971523457,4.999850454190746e-5,1.1373366222762826,0.28043374482560957,4.055633971523457,4.999850454190746e-5,4.999850454190746e-5,0.5876965823683923,1.6869766621841729,0.5876965823683923,1.6869766621841729
r3,industry_roleMiddle Management,location,-0.41999153461682576,0.2727509388268539,-1.5398353399745481,0.1236004952294349,-0.41999153461682576,0.2727509388268539,-1.5398353399745481,0.1236004952294349,0.1236004952294349,-0.9545735514669467,0.11459048223329521,-0.9545735514669467,0.11459048223329521
r3,industry_roleUpper Management,location,-0.20668943239706605,0.32405581955119445,-0.6378204615591333,0.5235905583928202,-0.20668943239706605,0.32405581955119445,-0.6378204615591333,0.5235905583928202,0.5235905583928202,-0.8418271676980177,0.4284483029038856,-0.8418271676980177,0.4284483029038856
r3,interface_conddashboard,location,-0.5174483314049332,0.1949589490197776,-2.6541399305165556,0.007951084705396839,-0.5174483314049332,0.1949589490197776,-2.6541399305165556,0.007951084705396839,0.007951084705396839,-0.8995608499474776,-0.13533581286238872,-0.8995608499474776,-0.13533581286238872
r3,task_complexitymid,location,0.5854028377545285,0.13401260947196283,4.368266837435192,1.252364237000424e-5,0.5854028377545285,0.13401260947196283,4.368266837435192,1.252364237000424e-5,1.252364237000424e-5,0.3227429497152501,0.8480627257938069,0.3227429497152501,0.8480627257938069
r3,task_complexityhard,location,1.259021704091057,0.14513486455526586,8.674839832241924,4.141329394441207e-18,1.259021704091057,0.14513486455526586,8.674839832241924,4.141329394441207e-18,4.141329394441207e-18,0.9745625966616371,1.5434808115204768,0.9745625966616371,1.5434808115204768
