IFDIFF__L1,IFH__L1,CELL__chatbot__L1,CELL__dashboard__L1,IFDIFF__L2,IFH__L2,CELL__chatbot__L2,CELL__dashboard__L2,IFDIFF__L3,IFH__L3,CELL__chatbot__L3,CELL__dashboard__L3,IFDIFF__L4,IFH__L4,CELL__chatbot__L4,CELL__dashboard__L4,IFDIFF__L5,IFH__L5,CELL__chatbot__L5,CELL__dashboard__L5,DLGRAD__chatbot,DLH__chatbot,DLGRAD__dashboard,DLH__dashboard,DID__HIGH_LOW
-0.010048983337370254,-0.02295187251312969,0.7464579895526388,0.7364090062152685,0.046004136039414334,0.10631805065061029,0.7268278077172186,0.7728319437566329,-0.029777051981626168,-0.06571438732137658,0.7259635326645467,0.6961864806829205,-0.1068658666445702,-0.23554400465462932,0.7598480921965671,0.6529822255519969,-0.06313890354311336,-0.14256902969367946,0.7623637708291015,0.6992248672859881,0.015905781276462694,0.03695703309495002,-0.03718413892928041,-0.08266012408559975,-0.0530899202057431
0.026272224042027448,0.06052558897878191,0.7347974906278191,0.7610697146698465,0.03385386063482432,0.0766875556690989,0.717474220991662,0.7513280816264863,0.01776194210671156,0.03896257457992203,0.69639576991238,0.7141577120190915,0.046181835982104236,0.10611323110269666,0.7223517261567863,0.7685335621388906,-0.02818588925174126,-0.06391220054812097,0.7494390321089703,0.7212531428572291,0.014641541481151266,0.03347178369594905,-0.03981657181261744,-0.09096600583095382,-0.054458113293768706
-0.050100313007806485,-0.12311648828728883,0.8146646555850814,0.7645643425772749,0.05180267780638281,0.11554771136055186,0.6945985714320653,0.7464012492384481,-0.0074687105500543804,-0.016840451967780723,0.7346042254861868,0.7271355149361324,-0.07724785015224733,-0.17426733309921616,0.7679933649628489,0.6907455148106015,-0.026414944024800158,-0.06151853882418701,0.7691587342542006,0.7427437902294004,-0.04550592133088083,-0.11225054923291244,-0.0218205523478745,-0.050652599769810625,0.023685368983006327
-0.03681541669902577,-0.0860831785490439,0.7769790589758016,0.7401636422767758,-0.021258751359957362,-0.04795354000287233,0.7417120959721525,0.7204533446121951,0.048451886535152644,0.1119139659170636,0.7251196950210034,0.773571581556156,-0.06523868661384269,-0.14239818195623788,0.7314888299917728,0.6662501433779301,-0.09038705547965808,-0.20691339469701409,0.7857530634699105,0.6953660079902524,0.008774004494108922,0.02122908546561142,-0.04479763428652339,-0.09960113068235876,-0.053571638780632314
-0.027149155367708122,-0.06483179345551848,0.7865174101145261,0.759368254746818,0.19578259361275974,0.4413214918355093,0.6202251258554506,0.8160077194682104,-0.0644741530238615,-0.1417086195454058,0.738235809125895,0.6737616561020335,-0.14414280484776454,-0.33425481681451896,0.8181817248398326,0.6740389199920681,-0.013818220961167693,-0.031307452332807184,0.7417743083536076,0.7279560873924399,-0.04474310176091856,-0.10549991521882074,-0.03141216735437813,-0.07197557409610944,0.013330934406540429
-0.029804088199500423,-0.0695087949835651,0.7717922430995934,0.741988154900093,0.07978636019910024,0.18894126039310466,0.7256515263907151,0.8054378865898153,-0.07645449028108853,-0.1666224214852785,0.7349508617887661,0.6584963715076776,-0.12093448971778509,-0.27429998849170567,0.7915106654968308,0.6705761757790457,-0.0286380719084518,-0.06484749211973284,0.7485071029036475,0.7198690309951957,-0.023285140195945853,-0.05454726529315135,-0.02211912390489723,-0.049885962429319086,0.0011660162910486216
-0.056307277286833934,-0.13794469697003775,0.8157711977686773,0.7594639204818434,0.08149592913459347,0.21132156258857204,0.7748466114960518,0.8563425406306453,-0.009664851614332504,-0.02193148244190457,0.7410170815696623,0.7313522299553298,-0.09739657016536785,-0.23011873924274573,0.8116576615278125,0.7142610913624446,-0.022765524409945948,-0.05453109498192532,0.7863605944622712,0.7635950700523253,-0.029410603306406102,-0.07371936033593762,0.004131149570481885,0.009694241652174806,0.03354175287688799
-0.0484567852828407,-0.11192285092044596,0.7735576186644705,0.7251008333816298,-0.05004776548387113,-0.1143410015090045,0.7658856290061652,0.7158378635222941,0.028011528947760045,0.06551849836247303,0.7449833727156728,0.7729949016634329,-0.1144193810594536,-0.2675234158512674,0.8117790396987528,0.6973596586392992,-0.07019657389967382,-0.174690785169219,0.8308146649463929,0.7606180910467191,0.05725704628192241,0.1440755864998784,0.035517257665089286,0.08130765225110537,-0.021739788616833122
-0.088399513269113,-0.21109663576937354,0.8146873062173331,0.7262877929482201,0.045669729949593396,0.11137758373968554,0.7625364271823338,0.8082061571319272,-0.09112646915404654,-0.19418487281570562,0.7153059221358041,0.6241794529817576,-0.08100428785755209,-0.1839943836593485,0.775361844533435,0.694357556675883,-0.050732643292770496,-0.11790172274021993,0.7791503808498969,0.7284177375571264,-0.035536925367436245,-0.08841196181364319,0.0021299446089062535,0.004782951215510423,0.0376668699763425
-0.06737748480732741,-0.15531378181012157,0.7807836347667007,0.7134061499593732,0.07349917468849676,0.1848998553383141,0.7645082667300133,0.83800744141851,-0.05887585899130943,-0.128300560682149,0.7268460056342633,0.6679701466429538,-0.128374470134754,-0.28080430410952184,0.7612751545891875,0.6329006844544335,-0.011822672822659586,-0.027332517054873495,0.7566648795498027,0.7448422067271431,-0.02411875521689799,-0.05721844386490815,0.03143605676776984,0.07076282089033992,0.05555481198466783
-0.04173629754661201,-0.09368912838540422,0.7473473150002107,0.7056110174535987,0.03340207263919137,0.07888030688496883,0.7487893012757811,0.7821913739149725,-0.007132557553231722,-0.015802458902366645,0.718669333564638,0.7115367760114063,0.0021861860465564042,0.005128345672009704,0.7601961532547524,0.7623823393013088,-0.05000270640836035,-0.1141513489165864,0.7652619720888731,0.7152592656805128,0.017914657088662467,0.041735125540046436,0.009648248226914125,0.02127290500886425,-0.008266408861748342
-0.04498728762704063,-0.1083565308716059,0.8003983573404772,0.7554110697134365,-0.02951962999458313,-0.06355929525799375,0.6996546488543558,0.6701350188597727,-0.022256425348245568,-0.04885055415217043,0.7169435881955516,0.694687162847306,-0.11429749077464291,-0.2529249305163921,0.76686461132942,0.6525671205547771,0.058052294628026524,0.1353262358756364,0.7266972585385196,0.7847495531665462,-0.07370109880195752,-0.17392724955994376,0.02933848345310963,0.06975551718729855,0.10303958225506715
-0.09020663313180632,-0.2121896043717899,0.8055295440257715,0.7153229108939652,0.0015692745738746794,0.0036666973475765197,0.7577349033204702,0.7593041778943449,0.026331051811676054,0.05808800859207186,0.6976130535247034,0.7239441053363794,-0.10658877860566673,-0.24020267519219907,0.7799929350607687,0.673404156455102,-0.031764646966820465,-0.07101532689216472,0.7390015673965339,0.7072369204297134,-0.0665279766292376,-0.15901793885884796,-0.008085990464251736,-0.017843661379222775,0.05844198616498586
-0.06882654155248658,-0.15747325508005994,0.7756886505427124,0.7068621089902258,0.04700155362268099,0.11036411020018067,0.7377198818626374,0.7847214354853184,-0.0033005053368097004,-0.007406451225913102,0.7284014015528665,0.7251008962160568,-0.05399215034529714,-0.12095791719229165,0.7513283634667598,0.6973362131214627,-0.017059307461065876,-0.039354072861031764,0.7576170218231341,0.7405577143620682,-0.018071628719578348,-0.04273356479451129,0.03369560537184235,0.07538561742451688,0.0517672340914207
-0.08787768462701062,-0.20933019977869538,0.8128653054031717,0.7249876207761611,0.04530567014651887,0.107275313247011,0.744293090860544,0.7895987610070628,0.044297931008519864,0.09996997722241074,0.7088365634583101,0.75313449446683,-0.11569132835106699,-0.2675347482649195,0.8043818715478622,0.6886905431967952,-0.07783120763776097,-0.18307344924808744,0.8000263396734119,0.7221951320356509,-0.012838965729759844,-0.032500855277782126,-0.0027924887405101906,-0.006244104747174184,0.010046476989249653
-0.05355526983578984,-0.12458620076887517,0.7811885511793664,0.7276332813435765,0.07967840226097145,0.18682204119278545,0.718976055945844,0.7986544582068155,-0.03042299819235006,-0.0693212766588367,0.7544760614152733,0.7240530632229233,-0.039402850811332435,-0.08850918713407796,0.7468156142261612,0.7074127634148287,0.040316170034936594,0.09172576211555006,0.7176638188583518,0.7579799888932884,-0.06352473232101452,-0.14685560450255553,0.030346707549711915,0.0694563583818697,0.09387143987072644
-0.050238982412354916,-0.11756623564750246,0.7838685126993052,0.7336295302869503,0.06423752625306933,0.15502646668294462,0.7462514768253867,0.8104890030784561,-0.06243571601244613,-0.13679465168522875,0.7341048134168324,0.6716690974043863,-0.07786963273888214,-0.1752384522691144,0.7661708886205579,0.6883012558816758,0.005067807870107632,0.011397868208042894,0.7261632185438945,0.7312310264140022,-0.0577052941554107,-0.1343821134075669,-0.0023985038729481545,-0.005418009552021541,0.05530679028246255
-0.14001280601009625,-0.3327705639082674,0.8333906601562936,0.6933778541461973,0.004991292201820596,0.01194834811223977,0.772257466449552,0.7772487586513726,-0.04932058898091651,-0.1072368132047139,0.7200031886400126,0.670682599659096,0.0057164188656883,0.013072342961732986,0.7395696859119414,0.7452861047776297,-0.09607654447529113,-0.21849415272584283,0.7830060633098205,0.6869295188345294,-0.05038459684647312,-0.12822103630788195,-0.0064483353116679965,-0.013944625125457355,0.04393626153480512
-0.1003294787816299,-0.24307497010542578,0.8287988370763277,0.7284693582946978,-0.0032892256882935955,-0.007554936787377287,0.7475051663712651,0.7442159406829715,-0.13662169183631656,-0.285332231876827,0.705371573789687,0.5687498819533704,-0.13250502574768508,-0.29445472457779753,0.7784758476828985,0.6459708219352134,-0.022906809477692525,-0.05142633901461746,0.7384219833331337,0.7155151738554412,-0.09037685374319404,-0.22056485917413005,-0.012954184439256666,-0.028916228083321727,0.07742266930393737
-0.012707366515621099,-0.03113618458809375,0.79514883304169,0.7824414665260689,0.18310206330859258,0.4233516939132067,0.6481693989626417,0.8312714622712343,0.05012774070072812,0.11389929094813356,0.7114009080708978,0.761528648771626,-0.13956238229337692,-0.3148869297046737,0.7948439145236962,0.6552815322303193,-0.08436974244385276,-0.19760028556429532,0.7999597571305749,0.7155900146867221,0.004810924088884838,0.011972944051929169,-0.06685145183934682,-0.1544911569242724,-0.07166237592823166
