adj_mean_chatbot,adj_mean_dashboard,adj_diff_interface,adj_ratio_interface,complexity_mean__easy,complexity_mean__mid,complexity_mean__hard,complexity_diff__mid_vs_easy,complexity_ratio__mid_vs_easy,complexity_pct__mid_vs_easy,complexity_diff__hard_vs_easy,complexity_ratio__hard_vs_easy,complexity_pct__hard_vs_easy,complexity_diff__hard_vs_mid,complexity_ratio__hard_vs_mid,complexity_pct__hard_vs_mid
224.06368925933424,224.91691490866387,-0.8532256493296302,0.996206485182868,101.28221900838582,199.33838109008528,372.85030615352605,98.05616208169945,1.9681478451176186,96.81478451176187,271.5680871451402,3.6813007238976003,268.13007238976,173.51192506344077,1.870439120226561,87.04391202265609
201.341741901863,239.25369158180476,-37.911949679941756,0.8415407953403342,96.76177212156972,203.30864598988558,360.8227321140462,106.54687386831586,2.101125698012768,110.11256980127682,264.06095999247646,3.7289801974762833,272.8980197476283,157.5140861241606,1.7747535052296635,77.47535052296635
238.06566792101808,225.14614162899323,12.919526292024841,1.057382845642162,103.98237425990959,209.2026549921155,381.6326850729919,105.22028073220591,2.011904964481789,101.1904964481789,277.6503108130823,3.6701670623434723,267.0167062343472,172.43003008087638,1.8242248650590738,82.42248650590737
214.84717970269594,216.31884620115474,-1.4716664984588022,0.9931967716900159,99.09032562032472,192.415948958535,355.2427642769162,93.32562333821029,1.9418237628544839,94.18237628544838,256.15243865659147,3.5850398316185497,258.503983161855,162.8268153183812,1.8462230714225765,84.62230714225765
206.00510455057966,209.35600362273533,-3.35089907215567,0.9839942537392237,93.74638994915043,187.4408629143561,341.8544093964659,93.69447296520568,1.9994461975125346,99.94461975125346,248.10801944731546,3.646587453467737,264.6587453467737,154.41354648210978,1.8237987388729806,82.37987388729806
213.04743407084175,214.51829819367373,-1.4708641228319834,0.9931434095123016,101.88762829221389,194.25373951827024,345.20723058628903,92.36611122605635,1.9065488398763213,90.65488398763213,243.31960229407514,3.388117246151163,238.81172461511628,150.9534910680188,1.777094389237336,77.70943892373361
206.44682954146253,223.24198316482588,-16.795153623363348,0.9247670470165864,91.45828800414604,196.63939427679702,356.43553677848945,105.18110627265098,2.1500445565729684,115.00445565729684,264.9772487743434,3.897246980638117,289.7246980638117,159.79614250169243,1.8126354492160273,81.26354492160273
194.99131051412957,222.23009215498953,-27.23878164085997,0.8774298234018512,97.26519538173942,182.7443346842351,345.82257393770425,85.47913930249568,1.8788255548864454,87.88255548864454,248.55737855596482,3.555460641192821,255.5460641192821,163.07823925346915,1.8923846505843964,89.23846505843964
220.506687771493,220.1891207053866,0.31756706610639185,1.0014422468516566,104.46205472882048,200.66260003928983,355.9190579472091,96.20054531046935,1.9209137763966286,92.09137763966287,251.45700321838865,3.407161182796581,240.71611827965808,155.2564579079193,1.7737189584781619,77.37189584781619
213.77497549148472,220.59952091376317,-6.824545422278447,0.9690636435019897,108.2209557537763,193.85689209977178,349.48389675432384,85.63593634599549,1.791306413342291,79.1306413342291,241.26294100054753,3.22935511260377,222.93551126037698,155.62700465455205,1.8027932510877969,80.27932510877969
217.13967960985778,216.4488913184971,0.6907882913606898,1.0031914614445598,97.46038973437123,189.15870490831773,363.76376174984335,91.6983151739465,1.9408777804385013,94.08777804385014,266.3033720154721,3.7324267093665773,273.2426709366577,174.60505684152562,1.9230611772593493,92.30611772593494
216.88682741087882,219.03733777458444,-2.150510363705621,0.9901819918669814,96.00432735534285,191.9618273350126,365.92009308783935,95.95749997966975,1.999512236823453,99.9512236823453,269.9157657324965,3.8114958269896686,281.14958269896687,173.95826575282675,1.9062128037009882,90.62128037009882
209.70941387523732,215.0729197037433,-5.363505828505993,0.9750619192974455,98.01528855884006,185.78852701397847,353.36968479565246,87.77323845513841,1.8955055863805044,89.55055863805043,255.35439623681242,3.6052506704963614,260.52506704963616,167.581157781674,1.901999496282488,90.1999496282488
230.6515024678234,229.30707176645026,1.3444307013731418,1.0058630145639051,110.82397645256833,205.81038080437682,373.3035040944653,94.98640435180849,1.857092547951136,85.7092547951136,262.479527641897,3.3684362900859806,236.84362900859804,167.4931232900885,1.8138225226320874,81.38225226320874
206.11480698741013,214.0468360129539,-7.9320290255437556,0.962942554193776,100.25184785772836,185.4536921175485,344.53692452526917,85.20184425982015,1.8498780429537187,84.98780429537187,244.2850766675408,3.436713954781323,243.6713954781323,159.08323240772066,1.8578056904194007,85.78056904194007
212.52740117758773,211.97459957686195,0.5528016007257861,1.0026078671776206,96.57676865209946,203.99868316052346,336.17754931905165,107.421914508424,2.112295596629374,111.22955966293739,239.60078066695218,3.4809359850304284,248.09359850304284,132.1788661585282,1.6479398009374338,64.79398009374337
219.1771151978257,216.02977159601687,3.147343601808842,1.014569027123236,97.3283785526841,193.32665789946813,362.15529373861165,95.99827934678403,1.9863339015230785,98.63339015230785,264.82691518592753,3.720962982472538,272.0962982472538,168.82863583914352,1.873281717449107,87.3281717449107
207.80733956721303,223.6401853667296,-15.832845799516576,0.9292039318713962,99.07467740434299,194.50983110442803,353.58677889214295,95.43515370008504,1.963264844260816,96.3264844260816,254.51210148779995,3.5688915488373145,256.88915488373146,159.07694778771491,1.8178350003414996,81.78350003414995
224.03859443121024,209.9842038241301,14.054390607080137,1.0669307040773945,105.47303088370712,194.98394601500544,350.5772204842979,89.51091513129832,1.8486616377791554,84.86616377791553,245.10418960059081,3.3238565114416665,232.38565114416664,155.59327446929248,1.7979799242411396,79.79799242411396
211.66927279413133,208.2395020288098,3.4297707653215355,1.0164703177442627,102.99661224736724,184.19800219221264,342.66854779483185,81.2013899448454,1.788388939917983,78.83889399179832,239.6719355474646,3.3269885321261237,232.69885321261236,158.4705456026192,1.8603271681375428,86.03271681375429
212.6202487392225,232.2417262637088,-19.621477524486323,0.9155126951553646,93.75733348251939,203.29772517107529,370.23790385080224,109.5403916885559,2.168339452710429,116.83394527104292,276.4805703682829,3.948895410083643,294.8895410083643,166.94017867972696,1.8211610756551584,82.11610756551583
200.6925176275211,234.5963232420583,-33.90380561453719,0.8554802345322566,100.00457841300582,200.0436040873979,352.8850788039653,100.0390256743921,2.000344456843206,100.0344456843206,252.8805003909595,3.5286892300730086,252.86892300730085,152.8414747165674,1.764040797074381,76.4040797074381
225.97828722059873,231.73949241516968,-5.761205194570948,0.9751393034716347,107.74335133163608,201.37992684255602,377.4533912794605,93.63657551091994,1.8690705677300197,86.90705677300197,269.71003994782444,3.5032638823128104,250.32638823128104,176.0734644369045,1.8743347323517663,87.43347323517663
192.86439380497862,226.61307089790472,-33.7486770929261,0.8510735635892301,94.55273356773023,190.03195934835153,344.63150413824326,95.4792257806213,2.0097986824698983,100.97986824698984,250.07877057051303,3.6448602926046134,264.48602926046135,154.59954478989172,1.8135449706461853,81.35449706461853
213.6847346776112,239.85585600291802,-26.171121325306814,0.8908881285558923,99.23982309672957,201.2006970725836,379.8703658514806,101.96087397585404,2.0274189412497465,102.74189412497465,280.630542754751,3.8278017231169286,282.78017231169287,178.66966877889698,1.8880171459567134,88.80171459567134
216.1802094345179,230.04287959787038,-13.862670163352476,0.93973875571552,98.00060399374253,203.80935507183455,367.52467448300536,105.80875107809202,2.079674479198598,107.9674479198598,269.52407048926284,3.7502286670240554,275.02286670240557,163.7153194111708,1.8032767649623727,80.32767649623726
227.0385809568828,229.5041897160866,-2.465608759203775,0.9892568028398352,102.4339784058255,204.42107589629947,377.95910170732907,101.98709749047397,1.9956373761684716,99.56373761684716,275.5251233015036,3.6897825076159907,268.97825076159904,173.5380258110296,1.8489243344901654,84.89243344901654
197.29539530693384,192.52541341193879,4.769981894995055,1.0247758558751354,97.12451633355784,174.28989019251136,313.3168065522397,77.16537385895353,1.7944994402231258,79.44994402231258,216.19229021868188,3.2259291307686495,222.59291307686496,139.02691635972835,1.7976763093152828,79.76763093152827
193.33062610652826,216.2548716440198,-22.924245537491544,0.8939943162287346,93.64966261159286,178.1980142168419,342.5305697973874,84.54835160524904,1.9028153358748228,90.28153358748227,248.8809071857945,3.657573986336878,265.7573986336878,164.3325555805455,1.9221907230715596,92.21907230715595
202.83259531557087,226.7615777841456,-23.92898246857473,0.8944751456467959,95.5626929544582,186.96527135141676,361.86329534369986,91.40257839695856,1.9564671690501418,95.64671690501419,266.30060238924165,3.786658623320202,278.6658623320202,174.8980239922831,1.9354572789272064,93.54572789272065
204.71209970191356,219.22295929012182,-14.510859588208262,0.9338077561073134,106.65477817089494,194.2196222283455,335.02818808881267,87.56484405745054,1.8210119186328788,82.10119186328788,228.37340991791774,3.141239369060341,214.12393690603412,140.80856586046718,1.7249966004717971,72.49966004717972
215.64521243623585,215.6942838017114,-0.04907136547555524,0.9997724957536628,101.42682353426522,200.49944377279414,345.08297704986154,99.07262023852891,1.976789144984502,97.67891449845021,243.65615351559632,3.402285165060715,240.2285165060715,144.5835332770674,1.721116879710197,72.1116879710197
