CELL__chatbot__low,CELL__dashboard__low,IF_DIFFCLASS__low,IF_OR__low,CELL__chatbot__medium,CELL__dashboard__medium,IF_DIFFCLASS__medium,IF_OR__medium,CELL__chatbot__high,CELL__dashboard__high,IF_DIFFCLASS__high,IF_OR__high,DL_DIFFCLASS__chatbot,DL_OR__chatbot,DL_DIFFCLASS__dashboard,DL_OR__dashboard,DID_DIFFCLASS,DID_OR_RATIO
6.701774196315216,12.502757387767922,5.800983191452706,18.042236410585453,7.025115869558294,8.673592812845149,1.6484769432868545,2.279041623715925,4.899122713251493,8.365164048899828,3.4660413356483355,6.559729311434958,-1.8026514830637232,0.35402502186658813,-4.137593338868093,0.1287151027218085,-2.33494185580437,0.36357628634033073
5.977995786091452,9.236234082843842,3.2582382967523893,4.73410118309352,7.003229816502994,8.38956628331596,1.3863364668129652,1.920345455588429,5.243140694808456,9.2712303281897,4.028089633381245,7.175777812143562,-0.7348550912829968,0.6703009356497859,0.03499624534585877,1.016017697017564,0.7698513366288555,1.5157635070770747
8.004836816068776,10.666776034687393,2.661939218618617,3.844984249588408,5.998909845577214,8.303687102615543,2.304777257038329,3.362750015204458,4.444690678293418,8.61636066425857,4.171669985965152,10.14610549146168,-3.560146137775358,0.13422367650100542,-2.050415370428823,0.3541880779815439,1.509730767346535,2.6387898708682056
5.984713420006446,11.483512689925973,5.498799269919528,13.305276441719133,6.354485991682317,8.11470859906639,1.7602226073840725,2.3294212299427675,4.619688902994544,9.228934078959542,4.609245175964998,10.10490750445944,-1.3650245170119018,0.4642209506599141,-2.2545786109664316,0.35256011317000224,-0.8895540939545299,0.759466182361696
4.283628381640885,8.290425680759823,4.006797299118937,8.488476002672318,6.836500913075603,8.481686996721061,1.6451860836454584,2.2483928720410664,5.074094895708933,8.81516418215408,3.7410692864451462,6.777932865149483,0.790466514068048,1.6176708989275779,0.5247385013942569,1.291688254450544,-0.2657280126737911,0.7984864259515694
6.204709647294773,9.971605163897587,3.7668955166028146,5.547452579375354,5.9748990315581,8.187638116872073,2.212739085313973,2.829731848730877,5.015492027209345,7.526624126792091,2.5111320995827455,3.4919151498676237,-1.1892176200854276,0.5359115307379282,-2.4449810371054967,0.3373363839341256,-1.255763417020069,0.6294628209802228
5.985502818727944,11.831712951780021,5.846210133052077,14.921947817780218,6.12896897982809,8.73948241453269,2.6105134347045995,3.3609659376982117,4.3485039558824665,8.939668280501136,4.59116432461867,9.79550576569076,-1.636998862845478,0.40317414599089674,-2.892044671278885,0.2646634822650635,-1.2550458084334073,0.6564495389816969
5.395424221395831,8.564411412663182,3.168987191267351,5.013773567856215,6.234231097970091,8.286525675046787,2.0522945770766965,2.772587637864411,5.396365660513323,8.908569180195661,3.5122035196823385,5.892900209546489,0.0009414391174917824,1.0005396378531277,0.3441577675324794,1.1759765696968452,0.3432163284149876,1.175342310495719
3.6176210961743105,9.692907744040427,6.0752866478661165,21.903917216899625,6.261407720484837,8.120447189466532,1.8590394689816945,2.368960089955918,4.683348076584703,7.7460265274818765,3.062678450897174,4.629424400994193,1.0657269804103922,1.9922079518710214,-1.946881216558551,0.4210560153656297,-3.012608196968943,0.2113514379712151
5.502387520404426,11.710995974645058,6.208608454240633,19.01114915414893,6.249995677107854,9.02784188600373,2.777846208895875,3.717880246808849,4.883774838852656,7.945884287754427,3.0621094489017713,4.737848266060902,-0.6186126815517703,0.7064174130376458,-3.7651116868906316,0.17604924817210335,-3.1464990053388613,0.24921419676658152
