CELL__chatbot__low,CELL__dashboard__low,IF_RATIO__low,IF_DIFF__low,CELL__chatbot__medium,CELL__dashboard__medium,IF_RATIO__medium,IF_DIFF__medium,CELL__chatbot__high,CELL__dashboard__high,IF_RATIO__high,IF_DIFF__high,DL_RATIO__chatbot,DL_DIFF__chatbot,DL_RATIO__dashboard,DL_DIFF__dashboard,DID_RATIO,DID_DIFF
156.93845950298405,170.09371753827565,1.0838243097132063,13.15525803529161,213.59565281031246,198.03442958527035,0.9271463486250746,-15.561223225042113,180.64045921451648,215.6702255808784,1.193919825706172,35.02976636636191,1.151027350380496,23.701999711532437,1.2679493910899255,45.57650804260274,1.10158059291187,21.874508331070302
147.37317492098052,200.7786693202671,1.3623827363963754,53.405494399286596,177.61640197863957,214.96699611377835,1.2102879785822405,37.35059413513878,173.4917767834011,200.45050668345027,1.1553890933615043,26.95872990004918,1.1772276527015517,26.118601862420576,0.9983655502951193,-0.32816263681684177,0.8480649838661434,-26.446764499237418
164.35305542717666,150.8294520603329,0.9177161426558574,-13.523603366843759,215.02283216697765,212.59934022923866,0.9887291413971471,-2.423491937738987,236.38477822255638,220.5594051320808,0.933052486672488,-15.82537309047558,1.4382743150600952,72.03172279537972,1.4623099276648928,69.7299530717479,1.016711424484969,-2.3017697236318213
163.57096735836362,166.3211922297862,1.0168136492425162,2.7502248714225743,185.06582980731562,193.30164460108972,1.044502082325781,8.235814793774097,222.9680156863939,227.85510780386593,1.0219183549821145,4.8870921174720365,1.3631270835361555,59.39704832803028,1.3699703853076381,61.53391557407974,1.0050202962395334,2.136867246049462
127.10624112622759,154.08370329906325,1.2122434109749551,26.977462172835658,186.61536644263296,171.93387481010885,0.9213275309938781,-14.681491632524114,175.94039820668922,222.9679000690015,1.2672922327200025,47.02750186231228,1.3841995219728436,48.83415708046164,1.4470569910708853,68.88419676993826,1.0454106999028965,20.05003968947662
145.58251971730567,152.32662579072374,1.0463249714767533,6.744106073418067,190.66134629720895,183.57073680970652,0.9628104509634094,-7.090609487502434,203.72363358351222,263.320925819699,1.2925399041233778,59.5972922361868,1.3993687839659998,58.14111386620655,1.7286598744822623,110.99430002897529,1.2353140174979516,52.853186162768736
135.29612266974758,127.54016557092616,0.9426742101268238,-7.755957098821412,178.69127499821954,201.70220421821037,1.1287747777289077,23.010929219990828,195.73706028815937,234.66781940264005,1.1988931429600902,38.93075911448068,1.4467307445753321,60.440937618411795,1.8399522875963281,107.12765383171389,1.27180008753904,46.68671621330209
159.0385781004908,133.71126764577343,0.8407473786724001,-25.327310454717377,164.0917919575032,209.84160674436703,1.2788062354679641,45.74981478686382,161.35091448074363,207.76680244030374,1.287670436259595,46.41588795956011,1.0145394683973579,2.312336380252816,1.5538466286230828,74.0555347945303,1.5315782944133802,71.74319841427749
138.53140218316065,120.0781384555019,0.8667936407424752,-18.45326372765875,197.41272798476666,191.09253461894505,0.9679848739727192,-6.320193365821609,185.69273650243335,218.97972365875714,1.179258423260339,33.28698715632379,1.340437861568151,47.1613343192727,1.8236435580645332,98.90158520325524,1.3604834736099514,51.74025088398254
172.31067240274254,128.31096131603536,0.7446489502178574,-43.99971108670718,181.55751144384203,204.55011889537172,1.1266409044091883,22.992607451529693,200.59003371770442,211.06429099832408,1.0522172367514548,10.474257280619668,1.1641184548851646,28.279361314961875,1.6449435717223235,82.75332968228872,1.4130379643234763,54.47396836732685
