CELL__dashboard__T1,CELL__dashboard__T2,CELL__dashboard__T3,CELL__chatbot__T1,CELL__chatbot__T2,CELL__chatbot__T3,DIFF__T1,H__T1,DIFF__T2,H__T2,DIFF__T3,H__T3,TASKDIFF__dashboard__T2_vs_T1,TASKDIFF__dashboard__T3_vs_T1,TASKDIFF__dashboard__T3_vs_T2,TASKDIFF__chatbot__T2_vs_T1,TASKDIFF__chatbot__T3_vs_T1,TASKDIFF__chatbot__T3_vs_T2,DID__T2_vs_T1,DID__T3_vs_T2,DID__T3_vs_T1,OVERALL__chatbot,OVERALL__dashboard,OVERALL__diff,OVERALL__h
0.8297852539751167,0.8272134705777813,0.515013717393811,0.8895177526742378,0.8933568234400576,0.43612000795724204,0.05973249869912112,0.17287881215091172,0.06614335286227635,0.1920427091246606,-0.07889370943656893,-0.15814207386204115,-0.0025717833973354365,-0.31477153658130574,-0.3121997531839703,0.0038390707658197964,-0.4533977447169958,-0.4572368154828156,0.006410854163155233,-0.14503706229884528,-0.13862620813569004,0.7411540781908947,0.7250285463951037,0.016125531795791015,0.03645841209880274
0.8494907204375114,0.8745153618584414,0.5127283948990103,0.9258584002156873,0.840908328318783,0.43281184824683383,0.07636767977817593,0.2452807201465408,-0.033607033539658326,-0.09635472686894975,-0.07991654665217651,-0.16024357073986284,0.02502464142092997,-0.33676232553850105,-0.361786966959431,-0.08495007189690429,-0.4930465519688535,-0.4080964800719492,-0.10997471331783426,-0.046309513112518186,-0.15628422643035245,0.7339356051959885,0.7461530166095223,-0.012217411413533719,-0.02785655040989088
0.880371737070153,0.8756198025516553,0.5415288598143126,0.9199845605545552,0.8576138446259698,0.4866829543526225,0.039612823484402204,0.1327684911613667,-0.01800595792568549,-0.052988343869539545,-0.05484590546169016,-0.10979075532129356,-0.004751934518497758,-0.3388428772558404,-0.33409094273734263,-0.06237071592858545,-0.43330160620193275,-0.3709308902733473,-0.057618781410087694,-0.03683994753600467,-0.09445872894609236,0.7563582569832901,0.7672318852851059,-0.010873628301815819,-0.025527317914507464
0.8728138286831842,0.8016649211815419,0.4731902908950474,0.9246541552283396,0.8671496007100006,0.47106803612456744,0.05184032654515536,0.1731973753977356,0.06548467952845871,0.1769637941556641,-0.0021222547704799477,-0.004251122308705835,-0.07114890750164238,-0.39962353778813686,-0.3284746302864945,-0.057504554518339024,-0.45358611910377217,-0.39608156458543314,0.013644352983303354,-0.06760693429893866,-0.053962581315635305,0.7571614819757932,0.7183464722952498,0.03881500968054341,0.08829872185496335
0.8585816767039428,0.8277427804400316,0.5285117836941509,0.8893255169963962,0.8770627108868794,0.4723424901545351,0.03074384029245336,0.09278964821966085,0.04931993044684779,0.1394959922586505,-0.05616929353961575,-0.11239778346711904,-0.03083889626391123,-0.33006989300979195,-0.2992309967458807,-0.0122628061095168,-0.41698302684186106,-0.40472022073234426,0.01857609015439443,-0.10548922398646354,-0.08691313383206911,0.7462435726792701,0.7382787469460419,0.007964825733228209,0.018210400583039466
0.8327872560261301,0.8386987067271151,0.5003690766721234,0.9533510329808391,0.8728658881512263,0.4769206327410212,0.12056377695470899,0.40713455703356427,0.03416718142411124,0.09741364180880074,-0.02344844393110218,-0.04691329485276485,0.005911450700984977,-0.33241817935400675,-0.3383296300549917,-0.08048514482961278,-0.4764304002398179,-0.39594525541020514,-0.08639659553059775,-0.05761562535521342,-0.14401222088581117,0.7687439449620719,0.7248299883902939,0.04391395657177799,0.10107064353234207
0.8835013543896093,0.8251942932283041,0.5049004434574367,0.9486270010737897,0.8856855406757405,0.44696845227287085,0.06512564668418042,0.23935342057913989,0.06049124744743639,0.17289693859337918,-0.05793199118456582,-0.11606401008435996,-0.05830706116130524,-0.37860091093217263,-0.3202938497708674,-0.06294146039804926,-0.5016585488009189,-0.4387170884028696,-0.0046343992367440245,-0.11842323863200221,-0.12305763786874624,0.7608093322051158,0.7381341532435056,0.0226751789616102,0.052341194915150435
0.8753238615920246,0.7980933038820266,0.4602189591914165,0.9482568464012273,0.8934989771985723,0.4525981115344808,0.07293298480920274,0.2627943790820755,0.0954056733165457,0.26718503900966484,-0.007620847656935659,-0.015300105313877932,-0.07723055770999798,-0.4151049024006081,-0.3378743446906101,-0.05475786920265502,-0.4956587348667465,-0.4409008656640915,0.022472688507342964,-0.10302652097348136,-0.0805538324661384,0.7666936518696432,0.7127031934060425,0.05399045846360073,0.12318916454874218
0.8229885004877767,0.812506501821828,0.5249847248512995,0.9230156668372833,0.8536163072240757,0.4647556909759358,0.10002716634950659,0.3061942190288507,0.04110980540224762,0.1104279432966444,-0.06022903387536377,-0.12053738937783387,-0.010481998665948677,-0.2980037756364772,-0.2875217769705285,-0.06939935961320765,-0.45825997586134753,-0.3888606162481399,-0.05891736094725897,-0.10133883927761139,-0.16025620022487036,0.748355594993791,0.7211040852469023,0.027251509746888725,0.06174617758608525
0.8314806940881941,0.8017838941288324,0.48433978635190394,0.9468081451254241,0.867278629968485,0.4266745955056932,0.11532745103722997,0.38057127749933395,0.0654947358396526,0.17704562499845578,-0.057665190846210745,-0.1158560686712089,-0.029696799959361697,-0.3471409077362902,-0.3174441077769285,-0.07952951515693907,-0.5201335496197309,-0.44060403446279184,-0.04983271519757737,-0.12315992668586334,-0.1729926418834407,0.7472213704047497,0.706107725919419,0.041113644485330725,0.09230921698235228
0.8274144234858517,0.8001374595777533,0.49106707812680916,0.9012582474866475,0.8806653971794216,0.45794979838530536,0.07384382400079581,0.21754504347659687,0.08052793760166832,0.22151839000370854,-0.0331172797415038,-0.06633306443720421,-0.027276963908098417,-0.33634734535904254,-0.3090703814509441,-0.020592850307225907,-0.44330844910134215,-0.42271559879411624,0.00668411360087251,-0.11364521734317212,-0.10696110374229961,0.7480731917152582,0.7072855012946658,0.04078769042059238,0.09168335375051018
