CELL__chatbot__low,CELL__dashboard__low,IF_DIFF__low,IF_H__low,CELL__chatbot__medium,CELL__dashboard__medium,IF_DIFF__medium,IF_H__medium,CELL__chatbot__high,CELL__dashboard__high,IF_DIFF__high,IF_H__high,DL_DIFF__chatbot,DL_H__chatbot,DL_DIFF__dashboard,DL_H__dashboard,DID_DIFF
0.7517456095862616,0.7120387041755946,-0.039706905410667015,-0.08969189293213509,0.7207177207418715,0.7110162826263934,-0.009701438115478078,-0.02151162597457068,0.7816971480466418,0.701649051474677,-0.08004809657196477,-0.18337024457944362,0.029951538460380234,0.07085365242922981,-0.010389652700917518,-0.022824699218078726,-0.04034119116129775
0.7884469820969381,0.7245925370078788,-0.06385444508905924,-0.14906795509504933,0.6972114876911158,0.7361105541358212,0.03889906644470531,0.08636899612705617,0.7612702792917921,0.7609747716807168,-0.00029550761107532963,-0.0006930328207488401,-0.027176702805145947,-0.0650929951241066,0.036382234672837965,0.08328192715019389,0.06355893747798391
0.830719909489324,0.7389898064382581,-0.09173010305106588,-0.22438378624951483,0.7218977550730372,0.7252006886635076,0.0033029335904704027,0.007385138079169629,0.78341428344382,0.762789754230614,-0.02062452921320601,-0.04925499219922136,-0.047305626045503923,-0.12008576264570436,0.023799947792355947,0.055043031404589104,0.07110557383785987
0.7947975475349857,0.6983430161469495,-0.09645453138803617,-0.22265359071271673,0.7371215833049013,0.7271135370591028,-0.01000804624579854,-0.022599749691044835,0.7854761423073664,0.7110047177466674,-0.074471424560699,-0.1720046671645563,-0.009321405227619262,-0.02289212241127503,0.012661701599717912,0.02775680113688539,0.021983106827337173
0.8252565834771367,0.7175548838796949,-0.1077016995974418,-0.258099723808352,0.6791037186949954,0.7271578601000129,0.048054141405017514,0.10525671865048425,0.7727896755205146,0.7307504070953973,-0.04203926842511729,-0.09739405974786619,-0.05246690795662212,-0.13117964985685981,0.013195523215702387,0.029526014203625994,0.06566243117232451
0.7846616738655484,0.7062797135881264,-0.07838196027742206,-0.1804205920635209,0.7429431340021692,0.7171605363020294,-0.025782597700139798,-0.05809248242419374,0.7635373294180319,0.7291617916542998,-0.034375537763732034,-0.07904647425206068,-0.02112434444751654,-0.05052799124112317,0.022882078066173483,0.05084612657033705,0.044006422513690024
0.8408599015899023,0.7510960237385772,-0.08976387785132511,-0.2239789785955728,0.7697132692420728,0.7672856077928403,-0.0024276614492325654,-0.005755613842914009,0.8007563727684431,0.7684435724196623,-0.03231280034878081,-0.07865035503194706,-0.04010352882145918,-0.10471738287972032,0.017347548681085123,0.040611240683905425,0.0574510775025443
0.8135814602529572,0.7199206773039237,-0.09366078294903346,-0.2224833570158129,0.7441143394392284,0.7306499539278493,-0.013464385511379184,-0.03059918378155091,0.8234633388865382,0.7541178615030028,-0.06934547738353547,-0.17041223577049935,0.009881878633581032,0.025641828926985966,0.03419718419907902,0.07771295017229951,0.02431530556549799
0.8405968102019653,0.6772861483676774,-0.16331066183428788,-0.38693519452452607,0.7364342212657901,0.7094597635064144,-0.02697445775937568,-0.06028827195092523,0.7787939177637305,0.7385332382783615,-0.040260679485369044,-0.09416331438887315,-0.06180289243823478,-0.15791465424227225,0.06124708991068406,0.13485722589338067,0.12304998234891884
0.8519441526811619,0.5883261995528667,-0.26361795312829517,-0.6032725301641759,0.7336354474190417,0.7201611274277199,-0.01347431999132187,-0.030243862447756342,0.7739955855477172,0.7319966499493639,-0.041998935598353326,-0.0974629934713751,-0.07794856713344467,-0.20089601862101159,0.14367045039649717,0.30491351807178924,0.22161901752994184
0.767439348629617,0.5543164247094997,-0.21312292392011734,-0.455516518418807,0.7297358532820312,0.7521043538629382,0.022368500580907003,0.051065118160798395,0.7679091844021761,0.7548808693199375,-0.013028315082238673,-0.030568876844081494,0.0004698357725591018,0.001112522952681605,0.20056444461043776,0.42606016452740714,0.20009460883787866
0.8548396655750022,0.7215363746107765,-0.13330329096422577,-0.3300196171239076,0.7161711144692151,0.6882720292037235,-0.027899085265491563,-0.061025763637249986,0.7423466649414102,0.7561711881472308,0.013824523205820616,0.031897609763353874,-0.11249300063359202,-0.2830304218210795,0.03463481353645437,0.07888680506618195,0.1471278141700464
0.8518932042232606,0.6287907728947572,-0.2231024313285035,-0.520194949856337,0.7194735316846717,0.7261439094211459,0.0066703777364742756,0.014902391240311452,0.7796816081891635,0.7167696452456457,-0.06291196294351786,-0.14520071784261468,-0.0722115960340971,-0.18709600916687208,0.08797887235088853,0.1878982228468502,0.16019046838498563
0.8113738067929562,0.6775936423559915,-0.13378016443696472,-0.3091350822049497,0.7202420483858806,0.7437829104935743,0.023540862107693683,0.05316172958197063,0.7809988695774114,0.6782670728542937,-0.10273179672311772,-0.23224345262697343,-0.03037493721554485,-0.07545042577904493,0.0006734304983021522,0.001441203798931312,0.031048367713847003
0.8241082373370373,0.6861904078948675,-0.1379178294421698,-0.32366682084070963,0.7301585310264471,0.7476275444451997,0.01746901341875262,0.039776119346243366,0.799928626679792,0.7223338343079219,-0.07759479237187017,-0.18251949238236564,-0.024179610657245276,-0.06191715107867157,0.03614342641305435,0.07923017737967242,0.06032303707029962
0.8383436063747132,0.6961688484129872,-0.14217475796172596,-0.340082174164408,0.7241054344687309,0.7324796079832706,0.008374173514539729,0.018825638490937102,0.7426875155231726,0.7734367891457671,0.030749273622594497,0.07183328902769315,-0.09565609085154059,-0.2364617984434627,0.07726794073277987,0.17545366474863844,0.17292403158432046
0.7867537712178971,0.7039743169699713,-0.08277945424792588,-0.19057503463966707,0.7373198780487143,0.735482813718718,-0.0018370643299963074,-0.004169616089919614,0.7496436692903051,0.727685304892408,-0.021958364397897112,-0.04998761629151982,-0.03711010192759201,-0.08800507635958432,0.023710987922436755,0.05258234198856293,0.060821089850028764
0.8677611224142939,0.6276325290460406,-0.24012859336825332,-0.5683153658759852,0.7368616573423185,0.7433631420822925,0.006501484739974028,0.014824446284057213,0.7954821549344316,0.7111100993137858,-0.08437205562064587,-0.19636055368357797,-0.07227896747986229,-0.19418350162626385,0.08347757026774516,0.17777131056614337,0.15575653774760745
0.8469851498367674,0.6428305731393131,-0.2041545766974543,-0.47729253017067985,0.7323629590682087,0.7002581777046536,-0.0321047813635551,-0.07124474272147574,0.7619100595634792,0.7152928595403786,-0.04661720002310066,-0.10618777036617111,-0.08507509027328819,-0.2156593737488115,0.07246228640106545,0.15544538605569724,0.15753737667435364
0.8367295540759668,0.7463661925575337,-0.09036336151843316,-0.22365125570027455,0.6775818204793307,0.7446289425631916,0.06704712208386088,0.14814952108670232,0.8032825809427369,0.7251188248505035,-0.07816375609223336,-0.18470159242753592,-0.033446973133229974,-0.08714518097878488,-0.021247367707030174,-0.04819551770604624,0.0121996054261998
0.8519686396517772,0.7084885339614854,-0.1434801056902918,-0.3508088856802334,0.751903792112857,0.7473051227986862,-0.004598669314170745,-0.010614679198666543,0.7803766497239933,0.730653587113995,-0.04972306260999837,-0.11582738234077805,-0.07159198992778382,-0.1856304762525416,0.022165053152509606,0.049351027086913746,0.09375704308029342
0.7957200426968069,0.6421997970295381,-0.15352024566726874,-0.34446350393755787,0.7356874137797247,0.7696864612394864,0.03399904745976168,0.07884323362267853,0.7682340132870694,0.7615270615164453,-0.006706951770624081,-0.015815900081803225,-0.027486029409737434,-0.06659728794239772,0.11932726448690723,0.2620503159133569,0.14681329389664466
0.800166405217869,0.7048024372619582,-0.09536396795591073,-0.22189629341864414,0.7505538716447867,0.7218853470905978,-0.02866852455418889,-0.06507634440888754,0.8042456190514993,0.7139426333300896,-0.09030298572140971,-0.21200620712521756,0.004079213833630302,0.010240759026054924,0.009140196068131323,0.020130845319481505,0.005060982234501021
0.8185084205785073,0.676931159074043,-0.14157726150446426,-0.3289246850423957,0.7569962170017291,0.7531061376989673,-0.003890079302761862,-0.00904556346683627,0.7665146607447237,0.7751344894366473,0.00861982869192357,0.02050944601689242,-0.051993759833783515,-0.12844519411975464,0.09820333036260431,0.22098893693953348,0.15019709019638783
0.7939770889004162,0.721989065070528,-0.07198802382988823,-0.16849384364818132,0.7624792913047748,0.7459620190777732,-0.01651727222700161,-0.03836815664139159,0.7853652741978675,0.7160437043446247,-0.06932156985324278,-0.16058912996289143,-0.008611814702548681,-0.02113209092578483,-0.005945360725903237,-0.013227377240494942,0.0026664539766454443
0.8461375256062723,0.7080794621819799,-0.1380580634242924,-0.335419977838356,0.7333454391961934,0.7376541118542344,0.004308672658040913,0.009768826803270958,0.7795293796755495,0.7897150713792799,0.010185691703730404,0.024779176744460507,-0.06660814593072284,-0.1713867972010754,0.08163560919729995,0.18881235738174107,0.1482437551280228
0.8161652627502415,0.7483139562666099,-0.06785130648363158,-0.16484844941858556,0.6971834059090029,0.7548805634904158,0.05769715758141292,0.12952839311136644,0.7935156859881242,0.7650809830866239,-0.028434702901500297,-0.06859542337243107,-0.02264957676211732,-0.05717083239742271,0.016767026820013964,0.03908219364873178,0.03941660358213128
0.8237509634041716,0.6688408558747202,-0.15491010752945145,-0.3598489720371263,0.7344842703181674,0.7434736973443069,0.008989427026139474,0.020468807701258918,0.7867868673115791,0.7434911257912423,-0.04329574152033677,-0.10223065489087757,-0.03696409609259255,-0.09343987622825267,0.07465026991652213,0.16417844091799605,0.11161436600911467
0.7980369200018869,0.6799134238322565,-0.11812349616963036,-0.2705200842833648,0.7390453148611567,0.7563555558413677,0.017310240980211056,0.03986005190315467,0.7893493952644647,0.7492435706288164,-0.04010582463564827,-0.09527951359870723,-0.008687524737422181,-0.021470118679983052,0.06933014679655991,0.15377045200467454,0.07801767153398209
0.8230338173864643,0.7889340398392499,-0.03409977754721438,-0.08630716552584738,0.7270960555710403,0.7127446709791316,-0.014351384591908656,-0.03196263674291577,0.7575384656232219,0.7395705856758265,-0.01796787994739546,-0.04142140592303445,-0.0654953517632424,-0.16132380240402178,-0.04936345416342347,-0.11643804280120884,0.016131897599818923
0.8145553259072916,0.6610651107469675,-0.15349021516032413,-0.3524297596228869,0.7457218834639402,0.6949065431127653,-0.050815340351174854,-0.11331813450509665,0.8054862080063762,0.7910974477266087,-0.014388760279767432,-0.0358626729084035,-0.009069117900915469,-0.02312020633690892,0.13003233697964123,0.2934468803775745,0.1391014548805567
0.8367530579666319,0.707484680301499,-0.12926837766513288,-0.3110327124355685,0.7336249737076819,0.7514751730875308,0.017850199379848886,0.04083117178058959,0.7691502778096707,0.7380402145513393,-0.031110063258331433,-0.07222704909578637,-0.0676027801569612,-0.1705225709926479,0.030555534249840255,0.06828309234713426,0.09815831440680145
0.8077136562905198,0.6874319343137273,-0.12028172197679254,-0.27867806219966385,0.7282078544834611,0.7114697456706919,-0.01673810881276927,-0.03727588746766486,0.7685341419183898,0.7523035833361226,-0.016230558582267185,-0.03803085813688378,-0.039179514372130075,-0.09597024153622913,0.06487164902239528,0.14467696252655093,0.10405116339452536
0.8104563443439027,0.7243175849185614,-0.08613875942534133,-0.2046688792775524,0.7307946066009219,0.7541439777402172,0.02334937113929536,0.053409768168723115,0.8000504812575068,0.6924270618490738,-0.10762341940843301,-0.24857755026445094,-0.010405863086395906,-0.026279171489885567,-0.031890523069487586,-0.07018784247678411,-0.02148465998309168
0.8128080776893025,0.6573410497906448,-0.15546702789865774,-0.3557993727868507,0.7155560675959677,0.7477111938507046,0.03215512625473693,0.07259604797471697,0.7935958428786011,0.7690442277359476,-0.02455161514265347,-0.05941742424620555,-0.019212234810701445,-0.048336055656974075,0.11170317794530282,0.24804589288367107,0.13091541275600427
0.819867690607652,0.695006827829255,-0.12486086277839692,-0.2935075046871314,0.7205735111285195,0.7311817997855784,0.010608288657058873,0.023782609506369123,0.75517134313028,0.6430140928074727,-0.11215725032280732,-0.24550395747591702,-0.06469634747737196,-0.15857069845276373,-0.051992735021782366,-0.11056715124154937,0.012703612455589597
0.7200089392458825,0.7191196515858645,-0.0008892876600179456,-0.001979661475314476,0.751231818708532,0.7554106509748643,0.004178832266332311,0.009693986575172175,0.7938083440728354,0.7226657533079637,-0.07114259076487173,-0.16656571583848123,0.07379940482695291,0.17249160696466959,0.0035461017220991264,0.00790555260150283,-0.07025330310485378
0.7971384748509265,0.7046333725034458,-0.09250510234748066,-0.21471604970380676,0.752909902445552,0.7429972399391401,-0.009912662506411873,-0.022831339307804566,0.7885915655056343,0.774007466079324,-0.014584099426310226,-0.03528578695180862,-0.00854690934529223,-0.02109130288081973,0.0693740935758782,0.1583389598711784,0.07792100292117043
0.7923664127724085,0.6876520925368871,-0.10471432023552141,-0.2398257453770698,0.753839003856294,0.7521850817108252,-0.001653922145468778,-0.003835100535277025,0.8144645647661192,0.7297698217781624,-0.08469474298795676,-0.2026982499963501,0.02209815199371068,0.05562437922817587,0.042117729241275326,0.09275187460889556,0.020019577247564646
0.8312834431331769,0.6868678259495516,-0.14441561718362528,-0.3412073875776023,0.7237711437364621,0.7227127856327488,-0.0010583581037133527,-0.002365597694697019,0.7521102041023061,0.6893258486120475,-0.06278435549025863,-0.14013989155934814,-0.07917323903087081,-0.19576168259757631,0.00245802266249584,0.0053058134206778185,0.08163126169336665
0.8479289891625991,0.6878898736824732,-0.16003911548012584,-0.3843758211706765,0.7651645921023675,0.6853212044086122,-0.07984338769375532,-0.17928820437558324,0.8088060290739042,0.7361481964638613,-0.07265783261004288,-0.17380860174325363,-0.03912296008869487,-0.1039110261903291,0.048258322781388086,0.10665619323709374,0.08738128287008295
0.7939768782029303,0.6556694051940897,-0.1383074730088406,-0.311925290379776,0.7268311975573588,0.7381327349173947,0.011301537360035918,0.025531955758500757,0.7972658792991795,0.7696987102116885,-0.027567169087491017,-0.0669618495247093,0.003289001096249189,0.008156356661578101,0.11402930501759878,0.2531197975166448,0.11074030392134959
