item_key,contrast,interface_cond,estimate,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value,lower.CL,upper.CL,p.value.raw
r1,mid_minus_easy,chatbot,-1.0318287507720385,0.20305650804987127,Inf,-1.5179419292651148,-0.5457155722789622,-5.081485743459246,7.489882480107448e-7,-1.5179419292651148,-0.5457155722789622,7.489882480107448e-7
r1,hard_minus_easy,chatbot,-1.663040668628624,0.21808429070703597,Inf,-2.1851300552390156,-1.1409512820182326,-7.625678416528743,7.282629170572873e-14,-2.1851300552390156,-1.1409512820182326,7.282629170572873e-14
r1,hard_minus_mid,chatbot,-0.6312119178565856,0.20261749114833494,Inf,-1.116274098755605,-0.14614973695756617,-3.115288390351648,0.001837651481575816,-1.116274098755605,-0.14614973695756617,0.001837651481575816
r1,mid_minus_easy,dashboard,-0.5345588210442245,0.18406374039281423,Inf,-0.97520369742366,-0.09391394466478903,-2.9042049232695777,0.003681870847954692,-0.97520369742366,-0.09391394466478903,0.003681870847954692
r1,hard_minus_easy,dashboard,-1.6718555031838587,0.20229005192058666,Inf,-2.1561338011859803,-1.1875772051817368,-8.26464518304727,4.2033255021809973e-16,-2.1561338011859803,-1.1875772051817368,4.2033255021809973e-16
r1,hard_minus_mid,dashboard,-1.1372966821396342,0.19223464658618455,Inf,-1.59750254289221,-0.6770908213870583,-5.916189939412145,6.5896940401451835e-9,-1.59750254289221,-0.6770908213870583,6.5896940401451835e-9
r2,mid_minus_easy,chatbot,0.9256539763420104,0.19740744598184373,Inf,0.453064538327713,1.3982434143563078,4.689052997662237,5.4894460440564175e-6,0.453064538327713,1.3982434143563078,5.4894460440564175e-6
r2,hard_minus_easy,chatbot,1.6699013118019186,0.20818705973758425,Inf,1.1715056962065327,2.1682969273973045,8.021158058079099,3.142584955513546e-15,1.1715056962065327,2.1682969273973045,3.142584955513546e-15
r2,hard_minus_mid,chatbot,0.7442473354599082,0.1913276845465467,Inf,0.28621272350942745,1.202281947410389,3.8899092790664374,1.0028170465563226e-4,0.28621272350942745,1.202281947410389,1.0028170465563226e-4
r2,mid_minus_easy,dashboard,0.6969431536101526,0.18239024008575233,Inf,0.2603046031608134,1.1335817040594918,3.8211647360213945,2.656457778132681e-4,0.2603046031608134,1.1335817040594918,2.656457778132681e-4
r2,hard_minus_easy,dashboard,1.2188397983373593,0.18902267404145348,Inf,0.7663233349744412,1.6713562617002775,6.448114251468385,3.397511442425687e-10,0.7663233349744412,1.6713562617002775,3.397511442425687e-10
r2,hard_minus_mid,dashboard,0.5218966447272066,0.17946449096745357,Inf,0.09226227856641156,0.9515310108880017,2.9080774804741414,0.00363658224993647,0.09226227856641156,0.9515310108880017,0.00363658224993647
r3,mid_minus_easy,chatbot,0.7053359889054471,0.19466076919686692,Inf,0.23932203963101467,1.1713499381798795,3.6234110849121186,5.814863597552231e-4,0.23932203963101467,1.1713499381798795,5.814863597552231e-4
r3,hard_minus_easy,chatbot,1.2789718488264246,0.20519855714912733,Inf,0.7877306480595099,1.7702130495933392,6.232850106723394,1.3740731738573128e-9,0.7877306480595099,1.7702130495933392,1.3740731738573128e-9
r3,hard_minus_mid,chatbot,0.5736358599209774,0.1997975917771194,Inf,0.09532446115416898,1.0519472586877858,2.8710849556229214,0.004090655706037644,0.09532446115416898,1.0519472586877858,0.004090655706037644
r3,mid_minus_easy,dashboard,0.4823557253059354,0.18134834685159792,Inf,0.048211446212729436,0.9165000043991414,2.6598297347626754,0.007818016243871396,0.048211446212729436,0.9165000043991414,0.007818016243871396
r3,hard_minus_easy,dashboard,1.2430785905594404,0.19086391206172795,Inf,0.7861542405693274,1.7000029405495534,6.512905332032658,2.2113290894522046e-10,0.7861542405693274,1.7000029405495534,2.2113290894522046e-10
r3,hard_minus_mid,dashboard,0.760722865253505,0.18454791499592899,Inf,0.31891888465462764,1.2025268458523823,4.122088647115228,7.509053126567409e-5,0.31891888465462764,1.2025268458523823,7.509053126567409e-5
